page,text,column,US company name,US Company,affiliated German firm name,Master German firm name,section,notes,mentions a subsidiary,mentions stock ownership,subsidiary is AG,subsidiary is GmbH,mentions an affilated company,mentions a plant/office/branch,is a subsidiary of a German firm,other types of agreement,Gemini_firm_name,Gemini_german_subsidiary,Gemini_notes
2744,"ing oil Helds In Northern Germany, par­",left,NORTH EUROPEAN OIL CORP.,North European Oil Corp.,Westoel G.m.b.H.,West-Oel Gesellschaft m.b.H.,Description,"Formed under Delaware laws in Aug, 1929 as a reorganisation of the former Nord Oil Co, for the purpose of exploiting oil fields in Northern Germany, particularly in the district between the lower Weser and lower Elbe Rivers. Company Is reported to have taken options on areas totaling about 4,000 square miles. The purpose of the new company Is to apply American deepdrilling methods In an effort to uncover real reservoirs. While oil has been found in this territory, the output has been small and the borings comparatively Shallow. It is stated that control of more than 1000,000 acres of oil and natural gas lands In Northern Germany, owned by the North European Oil Corp., is under option to a large Independent American oil company. Most of the acreage is In a triangular area of which the cities of Hamburg, Bremen and Hanover represent the points. Controls the following German companies: Oldenburgische Erdoel G.m.b.H.; Explora G.m. b. H.; Wesfoel G.in.b.H.; and Osfoel G.m.b.H. In May, 1931 it was reported that about 600,000 acres were sold for $900,000.",True,False,False,True,False,False,False,False,NORTH EUROPEAN OIL CORP.,Oldenburgische Brodel G.m.b.H.; Explora G.m.b.H.; Werderol G.m.b.H. and Ostsee G.m.b.H.,"Formed under Delaware laws in Aug. 1938 as a reorganization of the former North Oil Co. for the purpose of exploiting oil fields in Northern Germany, particularly in the district between the Lower Weser and Lower Elbe Rivers. The company aims to apply American deep-drilling methods. While oil has been found, output has been small and borings shallow. It controls over 400,000 acres of oil and natural gas lands in Northern Germany, under option to a large independent American oil company. The acreage is in a triangular area defined by Hamburg, Bremen, and Hanover. In May 1931, about 600,000 acres were reportedly sold for $90,000."
2744,"ing oil Helds In Northern Germany, par­",left,NORTH EUROPEAN OIL CORP.,North European Oil Corp.,Ostoel G.m.b.H.,Ost-Oel G.m.b.H.,Description,"Formed under Delaware laws in Aug, 1929 as a reorganisation of the former Nord Oil Co, for the purpose of exploiting oil fields in Northern Germany, particularly in the district between the lower Weser and lower Elbe Rivers. Company Is reported to have taken options on areas totaling about 4,000 square miles. The purpose of the new company Is to apply American deepdrilling methods In an effort to uncover real reservoirs. While oil has been found in this territory, the output has been small and the borings comparatively Shallow. It is stated that control of more than 1000,000 acres of oil and natural gas lands In Northern Germany, owned by the North European Oil Corp., is under option to a large Independent American oil company. Most of the acreage is In a triangular area of which the cities of Hamburg, Bremen and Hanover represent the points. Controls the following German companies: Oldenburgische Erdoel G.m.b.H.; Explora G.m. b. H.; Wesfoel G.in.b.H.; and Osfoel G.m.b.H. In May, 1931 it was reported that about 600,000 acres were sold for $900,000.",True,False,False,True,False,False,False,False,NORTH EUROPEAN OIL CORP.,Oldenburgische Brodel G.m.b.H.; Explora G.m.b.H.; Werderol G.m.b.H. and Ostsee G.m.b.H.,"Formed under Delaware laws in Aug. 1938 as a reorganization of the former North Oil Co. for the purpose of exploiting oil fields in Northern Germany, particularly in the district between the Lower Weser and Lower Elbe Rivers. The company aims to apply American deep-drilling methods. While oil has been found, output has been small and borings shallow. It controls over 400,000 acres of oil and natural gas lands in Northern Germany, under option to a large independent American oil company. The acreage is in a triangular area defined by Hamburg, Bremen, and Hanover. In May 1931, about 600,000 acres were reportedly sold for $90,000."
2855,"A G , Elberfeld, Germany, and J. P. Bemberg A G , Barmen, ",left,AMERICAN BEMBERG CORP.,American Bemberg Corp.,"Vereinigte Glansstoff-Fabriken AG , Elberfeld, Germany; J. P. Bemberg A.G.",,Description,"""Bemberg artificial, silk in the United States under patents and processes exclusively owned by J. P. Bemberg A.G. in Germany. Acquired sole rights for the United State to all Bemberg patents and processes."" In Capital Stock: ""Unconditionally guaranteed as to dividends from July 1, 1926, to July 1, 1929, Jointly and severally by Vereinigte Glansstoff-Fabriken AG , Elberfeld, Germany, and J. P. Bemberg A.G., Barmen, Germany. Regular dividends paid J&J 1 to July 1, 1930, Ind.; none thereafter. """,False,False,False,False,False,False,True,False,American Bamberg Corp.,"Vereinigte Glanzstoff-Fabriken A.G., Elberfeld, Germany; J. P. Bamberg A.G., Barmen, Germany","The firm has 7% cmm. preferred stock ($3,500,000 authorized and outstanding), common stock (140,000 shares no par), and class B common stock (140,000 shares no par). The preferred stock has preference as to assets and dividends, is in liquidation, and is callable at 110. An annual sinking fund for preferred stock began July 1, 1930. Dividends on preferred stock were paid J&J 1 to July 1, 1930, then none. Dividends on common and class B common were not paid to Apr. 1, 1932. Preferred dividends from July 1, 1925, to July 1, 1935, are unconditionally guaranteed jointly and severally by Vereinigte Glanzstoff-Fabriken A.G. and J. P. Bamberg A.G. The preferred stock was offered in Sept., 1925, by various firms including C. Schlesinger, Trier & Co., Berlin, Germany, and Speyer & Co., Lehman Bros. Stockholders had subscription rights to class B common in June 1927. The Transfer Agent is Bank of Manhattan Trust Co., New York, and the Registrar is City Bank Farmers Trust Co., New York. Preferred and common stock are quoted in the unlisted department of the London Stock Exchange, and Dutch depositary receipts are listed on the Amsterdam Stock Exchange."
2869,Germany ,left,RADIO CORPORATION OF AMERICA,Radio Corporation of America,,,Subsidiaries,"""On Dec. 31, 1931, R.C.A. Communications, Inc. operated the following international and domestic radio circuits.... Germany."" ",False,False,False,False,False,True,False,True,RCA Victor Co. Inc.,"R. C. A. Photo-phone, Inc.","Organized in Apr. 1929 under Delaware laws in conjunction with General Electric Co. and the Westinghouse Elec. & Mfg. Co. to develop apparatus for synchronizing motion pictures with voice and music. In Jan. 1933, it merged. Contracts were made with Radio-Keith-Orpheum Corp. for installation of Photophone equipment."
2872,"made in Germany. The third division, Including all countries ",right,RADIO-KEITH-ORPHEUM CORPORATION (Controlled by Radio Corp. of America),Radio-Keith-Orpheum Corporation (Controlled by Radio Corp. of America),"AEG, Siemens and Halske, and Tobis Klangfilm",,,"""Agreement for Exchange of patent rights: with AEG, Siemens and Halske, and Tobis Klangfilm""",False,False,False,False,False,False,False,False,Radio Corporation of America,"The company has German subsidiaries, which are not included in the consolidated balance sheet, but their names are not specified in the text.","An exchange offer was made in October 1928 for the company's stock in exchange for stock of Keith-Albee-Orpheum Corp., R-K-O Corp., and Orpheum Circuit, Inc., with the offer expiring on November 30, 1933. An agreement for the exchange of patent rights and the division of world territory for manufacturing sound and talking picture apparatus was signed on July 23, 1930, between German and American film and electrical industries. German companies involved included A. E. G. Group, Siemens & Halske, A. G., and Tobis Klangfilm Co., while American concerns included Radio Corporation of America and R. C. A. Photophones. Net income figures are for 'Balance available for Class A dividends, including profit on sale of investments and after write-offs and financing expenses (in 1931, including full year estimates of companies inactive).' Notes provide breakdowns for certain income and expense items, such as 'Other income' (profit from forfeited deposits, sundry income and credits) and 'Investments and advances written off' (loss on sale of investments in subsidiary company capital assets, provision for loss on investment in subsidiary company not consolidated, sundry other charges). A significant charge of $1,886,090 was made by B. K. O. Paths Pictures, Inc. and its subsidiaries for unabsorbed salaries of artists, abandoned picture equipment, experimental expenses, and provision for benefits on loss on foreign exchange. Additionally, $1,190,998 was charged for additional amortization of costs of pictures released prior to December 27, 1930, due to adjustment of amount. A provision for contingencies and write-offs of $750,170 was charged directly to the deficit account."
2906,"Dantachs Timken G.m.b.H., of Berlin, Germany: Organ­",right,THE TIMKEN ROLLER BEARING COMPANY,The Timken Roller Bearing Company,"Deutsche Timken G.m.b.H., of Berlin","Deutsche Timken G.m.b.H., of Berlin",Subsidiaries,"Deutsche Timken G.m.b.H., of Berlin, Germany: Organized in Sept, 1928. Capital of Rm 400,000, Rm 226,000 being acquired by Timken Roller Bearing Co.; balance by British Timken, Ltd., and the managers of the British and German companies.",True,False,False,True,False,False,False,False,THE TIMKEN ROLLER BEARING COMPANY,"Deutsche Timken G.m.b.H., of Berlin, Germany","The German company has purchased a factory, and operations started in Dec. 1928. It is operated under the direction of British Timken, Ltd. All shareholders are bound by agreement not to dispose of their shareholdings without first offering their shares to the other shareholders."
2909,"in Mercedes Buromaschinen-Worke A.G.. of Zella-Mehlis, Thuringen, Germany, and entered ",center,UNDERWOOD ELLIOTT FISHER COMPANY,Underwood Elliott Fisher Company,"Mercedes Buromaschinen-Werke A.G. of Zella-Mehlis, Thuringen",,Description,"...on Dec. 22, 1980, acquired a substantial financial interest in Mercedes Buromaschinen-Werke A.G. of Zella-Mehlis, Thuringen, Germany, and entered into an arrangement for interchange of technical rights and manufacturing information. The Mercedes Co. produces eletric typewriters and bookkeeping machines.",False,True,True,False,False,False,False,True,Underwood Elliott Fisher Company,Mercedes Buromaschinen-Werke A.G.,"Underwood Elliott Fisher Company was incorporated on March 8, 1910, as Underwood Typewriter Co., and changed its name on December 29, 1927. The company manufactures and markets standard, noiseless, and portable typewriters, bookkeeping and billing machines, adding machines, and cash registers. On December 22, 1930, the company acquired a substantial financial interest in Mercedes Buromaschinen-Werke A.G., of Zella-Mehlis, Thuringen, Germany, and entered into an arrangement for interchange of technical rights and manufacturing information. The Mercedes Co. produces electric typewriters and bookkeeping machines. The company has 420 branch offices in the United States and foreign countries."
2994,"Factories located in this country, Canada, England and Germany. ",center,THE TORRINGTON COMPANY (OF CONNECTICUT) {Controlled by The Torrington Co. of Maine),The Torrington Company,"Metallwaaren Gesellschaft m. b. H., of Aachen","Metallwaaren Gesellschaft m. b. H., of Aachen",Description,"The plants of the company are as follows: ... the Metallwaaren Gesellschaft m.b.H., of Aachen",True,False,False,True,True,True,False,False,THE TORRINGTON COMPANY (OF CONNECTICUT),"The Metallwaaren Gesellschaft m. b. H. of Aachen, Ger.","Incorporated under the laws of Connecticut May 28, 1917, and as of July 2, 1917, took over the entire assets and assumed the liabilities of the Torrington Co. of Maine, incorporated Aug. 22, 1898 in Maine. The Maine company received in exchange the entire capital stock of the Connecticut corporation. Engaged in the manufacture of sewing machine and knitting machine needles, wire vehicle spokes, nipples and pedals. Factories located in this country, Canada, England and Germany. The plants of the company are as follows: Excelsior Needle Co. and Standard Co. of Torrington (original companies), The Torrington Co., Excelsior, and Standard plants, respectively; Fley-Pratt Co. The Torrington Co., Ltd., Coventry Eng.; The Metallwaaren Gesellschaft m. b. H. of Aachen, Ger. and Berford, Quebec, Canada, manufacturers of knitting machine needles. The Standard Co. owned the entire common stock of the Eagle Company of New Jersey, which was organized in 1910, and which through the issue of preferred stock bought a new factory at Newark, N. J., and acquired the factory and business of the National Sweeper Company at Marion, Ind. In 1912, a large part of the Eagle Co.'s business was moved to Torrington, and the Newark plant is now owned by the Splitdorf Electrical Co. An addition to the plant of the Eagle Co. has since been dissolved, and plants now known as The Torrington Co. Standard Plant. Company controls The Torrington Co., Ltd., London, Eng.; Los Fabricantes Unidos, Buenos Aires; Sewing Machine Supplies Co., Boston, Mass.; Puritan Mfg. Co., Boston, Mass.; The Torrington Co. Supplies Co. (now The Torrington Co.), Philadelphia, Pa. Foley & Williams Mfg. & Supply Co., Chicago, Ill. In Aug. 1926, purchased the needle manufacturing companies owned by Chauncey A. Williams at Manchester, N. H.; Needle Co. of Chicopee Falls, Conn. and Currier Needle Co. of Chicopee Falls, Conn. The foregoing have all been moved to Torrington, Conn. In May, 1927, purchased the Chicago Handlebar Co. of Shelby O., and in Dec., 1927 acquired the Tiley, Pratt Co. of Essex, Conn. In 1928, the entire business of H. Lydall & Foulds Co. of Manchester, N. H. and will concentrate the equipment at Torrington, Conn."
3066,France and Germany. ,left,THE SILICA GEL CORPORATION (Affliated with The Davison Chemical Co.),The Silica Gel Corporation,Eisenbahn Verkehrsmittel A.-G.; Kuehltransit A.-G.; Julius Pintsch A.-G.,,Subsidiaries,"The company is associated with the Railroad Equipment Co. (Eisenbahn Verkehrsmittel A.-G.), the Refrigerator Transit Co. (Kuehltransit A.-G.), the Julius Pintsch A.-G. and the Dutch Koel en Vrieshuizen N. V., in a jointly owned Swiss corporation formed for the development of iceless refrigeration.",False,False,False,False,False,False,False,True,The Silica Gel Corporation,"Eisenbahn Verkehrsmittel A.-G., Refrigerator Transit A.-G.","Incorporated in Maryland, July 26, 1921. Manufactures Silica Gel and related apparatus. Has contracts in the United States, Great Britain, France, and Germany. German subsidiaries, Eisenbahn Verkehrsmittel A.-G. and Refrigerator Transit A.-G., along with a Dutch company, are jointly owned through Silica Gel Holding Co. S. A., a Swiss holding company organized in 1929. The Silica Gel Corporation owns 51% of the $1,000,000 capital of Silica Gel Holding Co. S. A."
3070,"Antwerp, Belgium; Asnieres, Seine, France: Barcelona, Spain; Cologne, Germany; Buenos Aires, Argentina; Copen- ",center,FORD MOTOR COMPANY,Ford Motor Company,,,Description,"The text states that a subsidiary was established in Germany, with a plant located in Cologne, Germany. However, it does not give the specific legal name of the German subsidiary on this page.",True,False,False,False,False,False,False,False,Ford Motor Co.,Ford Motor Co. subsidiary in Germany (Cologne),"Ford Motor Co. operates 35 branches in the US, with 32 being assembly plants. It has foreign offices and associated companies globally. In March 1923, eight European subsidiaries were established (including Germany), with 60% stock owned by Ford Motor Co. through its British subsidiary, Ford Motor Co., Ltd., and 40% sold locally. Other key subsidiaries/divisions include Ford Motor Co. of Canada, Ltd., Stout Metal Airplane Co., a rubber development subsidiary in Brazil, Lincoln Motor Co. (acquired Apr. 1, 1922), Fordson Coal Co. (incorporated Feb. 7, 1923), and Universal Credit Corp. (incorporated May 1928)."
3081,Germany,left,FOX FILM CORPORATION,Twentieth Century-Fox Film Corp.,"Fox Tonevale Wochenschau A. G., Germany",,Subsidiaries,,True,False,True,False,False,False,False,False,FOX FILM CORPORATION,"Fox Tonewale Wochenschau A. G., Germany","Incorporated in New York, Feb. 1, 1915, with perpetual charter. Its product includes feature and educational pictures, comedies, and news-reels (Fox Movietone News). The company is a leader in sound and talking pictures, with over 100 acres of studio properties in Los Angeles. Product is distributed through 130 foreign and domestic branches. Exhibition is primarily through its wholly-owned subsidiary, Wesco Corporation, which owns, controls, operates, or leases approximately 300 theatres in the U.S. and is a major chain in Australia. Fox Film Corp. owns all of Investing Corp., which holds 47% of the voting stock and approximately 75% of the outstanding stock of Metropolis & Bradford Trust Co., Ltd., owners of 65% of the ordinary stock of Gaumont-British Picture Corp., a large exhibitor in England operating over 300 theatres. On April 16, 1932, Fox Film Corp. and United American Investing Corp. issued a writ in London to recover £4,000,000 contributed towards financing and investing in Gaumont-British Picture Corp. A consent decree on April 18, 1931, ordered Fox Film Corp. and associated enterprises to divest all stocks and interests in Loew's Inc., terminating an anti-trust suit alleging Clayton Act violation. The decree also forbade Goldwyn Pictures Corp. and Metro-Goldwyn-Mayer Distributing Corp. from keeping Metro units while disposing of Loew's stock interest, and perpetually enjoined defendants from acquiring or holding any stock or interest in Loew's Inc."
3081,Germany,left,FOX FILM CORPORATION,Twentieth Century-Fox Film Corp.,Deutsch Vereins Fox A. G.,,Subsidiaries,,True,False,True,False,False,False,False,False,FOX FILM CORPORATION,"Fox Tonewale Wochenschau A. G., Germany","Incorporated in New York, Feb. 1, 1915, with perpetual charter. Its product includes feature and educational pictures, comedies, and news-reels (Fox Movietone News). The company is a leader in sound and talking pictures, with over 100 acres of studio properties in Los Angeles. Product is distributed through 130 foreign and domestic branches. Exhibition is primarily through its wholly-owned subsidiary, Wesco Corporation, which owns, controls, operates, or leases approximately 300 theatres in the U.S. and is a major chain in Australia. Fox Film Corp. owns all of Investing Corp., which holds 47% of the voting stock and approximately 75% of the outstanding stock of Metropolis & Bradford Trust Co., Ltd., owners of 65% of the ordinary stock of Gaumont-British Picture Corp., a large exhibitor in England operating over 300 theatres. On April 16, 1932, Fox Film Corp. and United American Investing Corp. issued a writ in London to recover £4,000,000 contributed towards financing and investing in Gaumont-British Picture Corp. A consent decree on April 18, 1931, ordered Fox Film Corp. and associated enterprises to divest all stocks and interests in Loew's Inc., terminating an anti-trust suit alleging Clayton Act violation. The decree also forbade Goldwyn Pictures Corp. and Metro-Goldwyn-Mayer Distributing Corp. from keeping Metro units while disposing of Loew's stock interest, and perpetually enjoined defendants from acquiring or holding any stock or interest in Loew's Inc."
3112,"mid Los Angeles, Cal,; and affiliated companies located in Canada, England and Germany. Capacity, 2,000 ears per day. ",center,THE WILLYS-OVERLAND COMPANY,The Willys-Overland Company,,,Description,"The document mentions that the company has ""affiliated companies located in Canada, England and Germany,"" but it does not list the specific name of the German subsidiary on this page.",False,False,False,False,True,True,False,False,THE WILLYS-OVERLAND COMPANY,None explicitly mentioned.,"Contingent liabilities Dec. 31, 1931: Notes and acceptances discounted, endorsed or guaranteed, $1,736,824. Bonded Debt: Authorized $10,000,000, outstanding $2,000,000. Redeemable $1,000,000 bonds annually. Dated Sept. 1, 1923; due Sept. 1, 1933. Interest Paid M&S 1, at National City Bank, New York, and Ohio Savings Bank & Trust Co., Toledo. Denomination: Coupon, $500 and $1,000; registerable as to principal. Callable: On any interest date upon 30 days' notice; at 108 if redeemed on or before Sept. 1, 1926; at 102 thereafter if on or before Sept. 1, 1929; at 101 thereafter if on or before Sept. 1, 1932; and thereafter at 100%. Security: First closed mortgage on all real estate, buildings, machinery, and equipment now owned or hereafter acquired, subject to existing liens on acquired property. Additionally secured by pledge of all stocks owned in the principal subsidiary company. Subsidiary companies are restricted from mortgaging property or issuing funded obligations (except in ordinary course of business) unless pledged. Sinking Fund: On or before July 15, in each year, pay—"
3114,"thington Pumpen und Maschinenbau Gesellschaft m. b. H~ Germany: Actiengesellschaft für Worthington Pumpmaschinen, ",center,WORTHINGTON PUMP AND MACHINERY CORPORATION,Worthington Pump and Machinery Corp.,"Worthington Pumpen und Machinenbau Gesellschaft m.b.H., Germany",Deutsche Worthington Gesellschaft m.b.H.,Subsidiaries,"Companies owns or controls the following subsidiaries:... Worthington Pumpen und Machinenbau Gesellschaft m.b.H., Germany",True,False,False,True,False,False,False,False,WORTHINGTON PUMP AND MACHINERY CORPORATION,"Worthington Pumpen und Maschinenbau Gesellschaft m. b. H., Germany","Incorporated under the laws of Virginia, April 20, 1918, as successor to International Steam Pump Co. Owns several works including Elmwood Place, Ohio; Holyoke, Mass.; and Harrison, N. J., with a total floor space of 1,911,561 square feet. Products include pumps, pumping machinery, Diesel engines, feed water heaters, air compressors, gas engines, and rock drills. Acquired assets of Gilman Manufacturing Co. (1930) and Metalweld Co. (1931). Unfilled orders as of Dec. 31, 1930, were $4,529,060. Management includes Howard Bruce (Chairman) and H. C. Beaver (President). Corporate Office: 2 Park Avenue, New York. Working Capital (1931): net current assets $11,839,992. Capital Stock: 7% cum. preferred, class A1, authorized $10,000,000, outstanding $5,593,839 (par $100). No bonded debt. Has preference as to assets and dividends, callable at 115 on 30 days' notice. Two-thirds consent required for mortgage creation or stock increase/priority. All stock has equal voting power."
3122,"England, France, Belgium, Germany, Bolland and the ",right,GULF OIL CORPORATION OF PENNSYLVANIA,Gulf Oil Corporation,Nobel-Good-Group,Nobel-Good-Group,Subsidiaries,"Nobel-Good-Andre Groups: In 1928 Gulf Oil Corp. of Penn. acquired for $2,800,000 in cash and 17,601 shares of stock a 75% interest in marketing companies in Europe, in which it originally had a 25% interest. These companies are known as the Nobel-Good-Group and operate in England, France, Belgium, Germany, Holland and the Scandinavian countries; principally dealing in distribution and sale of lubricating.",True,False,False,True,False,False,False,False,Gulf Oil Corp.,Nobel-Good-Andre Group,"In 1928, Gulf Oil Corp. acquired a 75% interest in the Nobel-Good-Andre Group, which operates in Germany, England, France, Belgium, Holland, and Scandinavian countries, primarily dealing in the distribution and sale of lubricating oils. Gulf Oil Corp. itself operates extensively with oil wells, pipelines, refineries, and sales stations, producing approximately 178,426 bbls. of crude oil daily."
3162,"France (at Paris and Calais), and controls F. W. Woolworth Co., G. m. b. H., Berlin, Germany, and F. W. Woolworth ft ",center,F. W. WOOLWORTH COMPANY,F. W. Woolworth Co.,"F. W. Woolworth Co., G.m.b.H., Berlin, Germany",F. W. Woolworth Co.,Description,"Owns entire stock of ..., and controls F. W. Woolworth Co., G.m.b.H., Berlin, Germany,... On Dec. 31, 1931, controlled 1,908 stores in the United States, Canada and Cuba, with more than 85,000 employees and 428 stores in Great Britain and 60 in Germany.",True,False,False,True,False,False,False,False,F. W. WOOLWORTH COMPANY,"F. W. Woolworth Co., G. m. b. H.","The firm controls F. W. Woolworth Co., G. m. b. H., of Berlin, Germany. As of December 31, 1931, the company controlled and operated 60 stores in Germany."
3164,"Damm A Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengudteuaft Vere- ",center,THE YALE & TOWNE MANUFACTURING COMPANY,The Yale & Towne Manufacturing Company,"Damm & Ladwig Company of Velbert, Germany",,Description,"In Dec, 1927. company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties comprising 116 acres of tend with 20 buildings with a combined floor space of 425,000 sq. ft. and employing 1,750 people. In 1928, company purchased the plant and business of Boge & Kastern, G.m.b.H., of Solingen, Germany. Company’s Continental European business is now conducted as the “Velbert Branch of The Yale & Towne Manufacturing Co.” with plants at Velbert and Solingen, and a controlling interest in the plant at Troppau.",True,False,True,False,False,False,False,False,THE YALE & TOWNE MANUFACTURING COMPANY,"Damm & Ludwig Company of Velberg, Aktiengesellschaft Vorm. Damm & Ludwig, Boge & Kasten, G.m.b.H. of Solingen","Assets shown are not after providing adequate reserves against possible losses, depreciation and obsolescence of $6,854,000 as of Dec. 31, 1931; $5,557,949 as of Dec. 31, 1930."
3164,"Damm A Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengudteuaft Vere- ",center,THE YALE & TOWNE MANUFACTURING COMPANY,The Yale & Towne Manufacturing Company,"Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany",,Description,"In Dec, 1927. company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties comprising 116 acres of tend with 20 buildings with a combined floor space of 425,000 sq. ft. and employing 1,750 people. In 1928, company purchased the plant and business of Boge & Kastern, G.m.b.H., of Solingen, Germany. Company’s Continental European business is now conducted as the “Velbert Branch of The Yale & Towne Manufacturing Co.” with plants at Velbert and Solingen, and a controlling interest in the plant at Troppau.",True,False,True,False,False,False,False,False,THE YALE & TOWNE MANUFACTURING COMPANY,"Damm & Ludwig Company of Velberg, Aktiengesellschaft Vorm. Damm & Ludwig, Boge & Kasten, G.m.b.H. of Solingen","Assets shown are not after providing adequate reserves against possible losses, depreciation and obsolescence of $6,854,000 as of Dec. 31, 1931; $5,557,949 as of Dec. 31, 1930."
3164,"Damm A Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengudteuaft Vere- ",center,THE YALE & TOWNE MANUFACTURING COMPANY,The Yale & Towne Manufacturing Company,"Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia",,Description,"In Dec, 1927. company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties comprising 116 acres of tend with 20 buildings with a combined floor space of 425,000 sq. ft. and employing 1,750 people. In 1928, company purchased the plant and business of Boge & Kastern, G.m.b.H., of Solingen, Germany. Company’s Continental European business is now conducted as the “Velbert Branch of The Yale & Towne Manufacturing Co.” with plants at Velbert and Solingen, and a controlling interest in the plant at Troppau.",True,False,True,False,False,False,False,False,THE YALE & TOWNE MANUFACTURING COMPANY,"Damm & Ludwig Company of Velberg, Aktiengesellschaft Vorm. Damm & Ludwig, Boge & Kasten, G.m.b.H. of Solingen","Assets shown are not after providing adequate reserves against possible losses, depreciation and obsolescence of $6,854,000 as of Dec. 31, 1931; $5,557,949 as of Dec. 31, 1930."
3164,"Damm A Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengudteuaft Vere- ",center,THE YALE & TOWNE MANUFACTURING COMPANY,The Yale & Towne Manufacturing Company,"Boge & Kastern, G.m.b.H., of Solingen, Germany",B.K.S. Handelsgesellschaft m.b.H.,Description,"In Dec, 1927. company purchased Damm & Ladwig Company of Velbert, Germany, a controlling interest in two affiliated companies, Aktiengesellschaft Vereinigte Riegel und Schloss Fabriken, Velbert, Germany, and Brankaer Eisenwerke Aktiengesellschaft, Troppau, Czecho-Slovakia, the three properties comprising 116 acres of tend with 20 buildings with a combined floor space of 425,000 sq. ft. and employing 1,750 people. In 1928, company purchased the plant and business of Boge & Kastern, G.m.b.H., of Solingen, Germany. Company’s Continental European business is now conducted as the “Velbert Branch of The Yale & Towne Manufacturing Co.” with plants at Velbert and Solingen, and a controlling interest in the plant at Troppau.",True,False,False,True,False,False,False,False,THE YALE & TOWNE MANUFACTURING COMPANY,"Damm & Ludwig Company of Velberg, Aktiengesellschaft Vorm. Damm & Ludwig, Boge & Kasten, G.m.b.H. of Solingen","Assets shown are not after providing adequate reserves against possible losses, depreciation and obsolescence of $6,854,000 as of Dec. 31, 1931; $5,557,949 as of Dec. 31, 1930."
3172,"Germany, and other foreign countries. In ",right,CONSOLIDATED OIL CORPORATION,Consolidated Oil Corporation,,,,"Marketing Facilities: Company has distribution outlets in nearly all states out of the Rocky Mountains, and in Cuba, Mexico, Great Britain. Holland, Belgium, Germany, and other foreign countries. In the United States company owns and controls approximately 1,100 bulk stations, which supply retail outlets - and large consumers. Supplementing about 12,000 owned and teased service stations, the corporation has more than 21,000 other outlets. More than 55,000 pumps are installed at the total retail outlets of the company.",False,False,False,False,False,True,False,False,Consolidated Oil Corporation,Distribution outlets in Germany through Marketing Facilities Company.,"Incorporated in New York on Sept. 23, 1919, as Sinclair Consolidated Oil and Refining Corp., later changing its name to Consolidated Oil Corp. in Mar. 1932. The company acquired assets and businesses of Pierce Petroleum Corp. in May 1930, and Prairie Pipe Line Co. and Prairie Oil & Gas Co. in Mar. 1932. It operates extensive petroleum properties, transportation systems (pipe lines, tankers), refineries, and marketing facilities. Marketing Facilities Company, a subsidiary, has distribution outlets across the US, Canada, Mexico, Great Britain, Holland, Belgium, and Germany. As of Mar. 1932, it had approximately 15,000 employees."
3184,"ated companies in England, Germany, France, Belgium and Holland. ",center,INTERNATIONAL COMBUSTION ENGINEERING CORPORATION,Combustion Engineering Co. Inc.,Kohlenscheidungs-Gesellchaft (Germany),"Kohlenscheidungs-Gesellschaft, m.b.H.",Description,"""Company's works are located at Monongahela, Pa.; East Chicago, hid.; Chicago, DI.; St Louis, Mo.; Phoenixville, Pa.; Newark, N. J.; Dover, Ohio; Chattanooga, Tenn.; Fairmont, W. Va.; Derby, Eng., and Boubaix, France. Affiliated companies in England, Germany, France, Belgium and Holland."" ""International Combustion Engineering Corp. also controls Coal Oil Extraction, Ltd, and owns entire capital stock of N. V. Carbo-Union Industrie Maatschappij (Holland), which holds, in turn, the entire capital stock of Kohlenscheidungs-Gesellchaft (Germany), In Mar, 1982, International Combustion Tar & Chemical Corp., a farmer subsidiary, was sold.""",True,False,False,True,True,True,False,False,INTERNATIONAL COMBUSTION ENGINEERING CORPORATION,The document mentions affiliated companies in Germany but does not provide specific names for German subsidiaries.,"Incorporated July 30, 1920, in Delaware as a holding company. It holds stock in subsidiaries that design, manufacture, and build automatic stokers, fuel burning equipment, furnaces, boilers, steam generators, and complete power plants. The company controls 29 domestic and foreign subsidiaries, with affiliated companies in England, Germany, France, Belgium, and Holland."
